"","SampleID","PC1","PC2","PC3","FilterID","target_gene","PlateID","library","local_time","time_label","SAMPLING_cruise","depth","SAMPLING_platform","SC","ESP","SAMPLING_station_number","SAMPLING_station","SAMPLING_bottle","decimalLongitude","decimalLatitude","sample_type","Plates","Markers","Status","Dewar_name","Sampling_method","replicate","SAMPLING_rdepth","project_name","nitrate","fluor","density","pressure","minimumDepthInMeters","maximumDepthInMeters","start_GMT","end_GMT","temp","salinity","sigmat","spice","diss_oxygen","PAR (umol/s/m2)","altitude","chlorophyll","bbp470 (count)","bbp650 (count)","SAMPLING_project","ESP_name","diel","month","day","hour","eventDate","depth_rov","latitude","longitude","ROVtime","ROVday","time","time_since","year","jday","month_char","year_char","depth_bin"
"109","CN19Sc12_5_eDNA_JJ",0.0802125901008544,-0.00922328637442904,0.0868205379736026,"CN19Sc12_05_eDNA",12,"JJ","JJ25",2019-06-01 00:11:00,"06-01 night","CN19S",280,"WESTERN FLYER",NA,"CTD",12,"MARS",5,-122.1983,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,280.15,"CANON",35.372,0.0337,26.6908,282.423,NA,NA,NA,NA,7.3251,34.1285,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,"night",NA,NA,0,2019-06-01 07:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"110","CN19Sc12_7_eDNA_JJ",0.0781317382891413,-0.0376158106929846,-0.0478844701771486,"CN19Sc12_07_eDNA",12,"JJ","JJ24",2019-06-01 00:11:00,"06-01 night","CN19S",150,"WESTERN FLYER",NA,"CTD",12,"MARS",7,-122.1983,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,150.102,"CANON",28.329,0.0342,26.3708,151.272,NA,NA,NA,NA,8.7668,33.9956,NA,NA,NA,NA,NA,0.3535,NA,NA,NA,NA,"night",NA,NA,0,2019-06-01 07:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100-200m"
"111","CN19Sc12_9_eDNA_JJ",0.0513350593166528,-0.00500194535467478,0.0843255378053118,"CN19Sc12_09_eDNA",12,"JJ","JJ23",2019-06-01 00:11:00,"06-01 night","CN19S",80,"WESTERN FLYER",NA,"CTD",12,"MARS",9,-122.1983,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,80.76,"CANON",24.035,0.0354,26.0495,81.376,NA,NA,NA,NA,9.6766,33.7732,NA,NA,NA,NA,NA,0.3846,NA,NA,NA,NA,"night",NA,NA,0,2019-06-01 07:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"112","CN19Sc12_10_eDNA_JJ",-0.0457641336023355,0.0731477250215594,0.00958552242673717,"CN19Sc12_10_eDNA",12,"JJ","JJ22",2019-06-01 00:11:00,"06-01 night","CN19S",45,"WESTERN FLYER",NA,"CTD",12,"MARS",10,-122.1983,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,44.66,"CANON",18.18,0.045,25.783,44.996,NA,NA,NA,NA,10.1496,33.5342,NA,NA,NA,NA,NA,0.6251,NA,NA,NA,NA,"night",NA,NA,0,2019-06-01 07:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"113","CN19Sc12_12_eDNA_JJ",-0.0545197860531426,-0.0132128379890719,-0.00156202579184729,"CN19Sc12_12_eDNA",12,"JJ","JJ21",2019-06-01 00:11:00,"06-01 night","CN19S",0,"WESTERN FLYER",NA,"CTD",12,"MARS",12,-122.1983,36.712,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,2.599,"CANON",3.748,0.1263,24.9674,2.618,NA,NA,NA,NA,12.6176,33.063,NA,NA,NA,NA,NA,2.6572,NA,NA,NA,NA,"night",NA,NA,0,2019-06-01 07:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"114","CN19Sc13_5_eDNA_JJ",-0.0347923098880696,-0.0502203828745488,0.00921043444366258,"CN19Sc13_05_eDNA",12,"JJ","JJ33",2019-06-01 06:15:00,"06-01 transition","CN19S",280,"WESTERN FLYER",NA,"CTD",13,"MARS",5,-122.1957,36.7063,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,281.699,"CANON",34.61,0.0336,26.6927,283.985,NA,NA,NA,NA,7.2886,34.1244,NA,NA,NA,NA,NA,0.3398,NA,NA,NA,NA,"transition",NA,NA,6,2019-06-01 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"115","CN19Sc13_7_eDNA_JJ",-0.000990453576386792,-0.0778681957113208,0.0217806525370586,"CN19Sc13_07_eDNA",12,"JJ","JJ31",2019-06-01 06:15:00,"06-01 transition","CN19S",150,"WESTERN FLYER",NA,"CTD",13,"MARS",7,-122.1957,36.7063,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,149.874,"CANON",29.12,0.0339,26.4368,151.042,NA,NA,NA,NA,8.5111,34.0294,NA,NA,NA,NA,NA,0.3472,NA,NA,NA,NA,"transition",NA,NA,6,2019-06-01 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100-200m"
"116","CN19Sc13_10_eDNA_JJ",0.0136231495886721,-0.01887045590531,0.109528243647953,"CN19Sc13_10_eDNA",12,"JJ","JJ30",2019-06-01 06:15:00,"06-01 transition","CN19S",45,"WESTERN FLYER",NA,"CTD",13,"MARS",10,-122.1957,36.7063,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,46.7,"CANON",21.194,0.0382,25.9217,47.052,NA,NA,NA,NA,9.9735,33.6737,NA,NA,NA,NA,NA,0.4538,NA,NA,NA,NA,"transition",NA,NA,6,2019-06-01 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"117","CN19Sc15_2_eDNA_JJ",0.0452764140828582,-0.00209815563780533,-0.0946232582003594,"CN19Sc15_02_eDNA",12,"JJ","JJ42",2019-06-01 12:11:00,"06-01 day","CN19S",600,"WESTERN FLYER",NA,"CTD",15,"MARS",2,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,600.555,"CANON",40.272,0.0366,27.1004,605.898,NA,NA,NA,NA,5.3147,34.3138,NA,NA,NA,NA,NA,0.4158,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500-600m"
"118","CN19Sc15_3_eDNA_JJ",0.0695911395687187,-0.0589099896129913,-0.0387101820046594,"CN19Sc15_03_eDNA",12,"JJ","JJ41",2019-06-01 12:11:00,"06-01 day","CN19S",500,"WESTERN FLYER",NA,"CTD",15,"MARS",3,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,500.752,"CANON",37.817,0.0361,26.9727,505.085,NA,NA,NA,NA,5.8693,34.2385,NA,NA,NA,NA,NA,0.4027,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400-500m"
"119","CN19Sc15_4_eDNA_JJ",-0.0345143492757235,-0.0490597056550978,-0.0211902379341339,"CN19Sc15_04_eDNA",12,"JJ","JJ40",2019-06-01 12:11:00,"06-01 day","CN19S",400,"WESTERN FLYER",NA,"CTD",15,"MARS",4,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,400.586,"CANON",35.029,0.0354,26.8665,403.954,NA,NA,NA,NA,6.427,34.1952,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300-400m"
"120","CN19Sc15_5_eDNA_JJ",0.12223359093065,-0.0270440588458454,-0.0301776476862149,"CN19Sc15_05_eDNA",12,"JJ","JJ39",2019-06-01 12:11:00,"06-01 day","CN19S",280,"WESTERN FLYER",NA,"CTD",15,"MARS",5,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,281.404,"CANON",34.553,0.0336,26.7043,283.687,NA,NA,NA,NA,7.2554,34.1332,NA,NA,NA,NA,NA,0.3404,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"121","CN19Sc15_7_eDNA_JJ",-0.0129628731575575,0.0434493256103111,-0.062557400721376,"CN19Sc15_07_eDNA",12,"JJ","JJ38",2019-06-01 12:11:00,"06-01 day","CN19S",150,"WESTERN FLYER",NA,"CTD",15,"MARS",7,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,150.494,"CANON",29.56,0.0343,26.4326,151.667,NA,NA,NA,NA,8.5264,34.0269,NA,NA,NA,NA,NA,0.3578,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100-200m"
"122","CN19Sc15_9_eDNA_JJ",0.00544250793473228,-0.0109670408651288,0.0793086933239769,"CN19Sc15_09_eDNA",12,"JJ","JJ37",2019-06-01 12:11:00,"06-01 day","CN19S",80,"WESTERN FLYER",NA,"CTD",15,"MARS",9,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,80.83,"CANON",24.973,0.0345,26.1534,81.446,NA,NA,NA,NA,9.3837,33.8447,NA,NA,NA,NA,NA,0.3615,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"123","CN19Sc15_10_eDNA_JJ",-0.00312674230387936,-0.0537444938686188,0.00906655084646434,"CN19Sc15_10_eDNA",12,"JJ","JJ36",2019-06-01 12:11:00,"06-01 day","CN19S",45,"WESTERN FLYER",NA,"CTD",15,"MARS",10,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,46.943,"CANON",21.519,0.0372,25.9264,47.297,NA,NA,NA,NA,9.9964,33.6847,NA,NA,NA,NA,NA,0.4295,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"124","CN19Sc15_12_eDNA_JJ",-0.0855843275627134,-0.0310670050471334,0.000322548467787441,"CN19Sc15_12_eDNA",12,"JJ","JJ35",2019-06-01 12:11:00,"06-01 day","CN19S",0,"WESTERN FLYER",NA,"CTD",15,"MARS",12,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,2.905,"CANON",0.402,0.1365,24.6871,2.927,NA,NA,NA,NA,13.1686,32.8406,NA,NA,NA,NA,NA,2.9132,NA,NA,NA,NA,"day",NA,NA,12,2019-06-01 19:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"125","CN19Sc16_5_eDNA_JJ",0.0625419079369747,-0.0623845897078718,-0.0685488282175954,"CN19Sc16_05_eDNA",12,"JJ","JJ47",2019-06-01 18:03:00,"06-01 transition","CN19S",280,"WESTERN FLYER",NA,"CTD",16,"MARS",5,-122.198,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,279.867,"CANON",34.263,0.0336,26.6616,282.137,NA,NA,NA,NA,7.5075,34.1242,NA,NA,NA,NA,NA,0.3404,NA,NA,NA,NA,"transition",NA,NA,18,2019-06-02 01:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"126","CN19Sc16_9_eDNA_JJ",0.00102498436896522,0.0052585143950373,0.0117778790964935,"CN19Sc16_09_eDNA",12,"JJ","JJ46",2019-06-01 18:03:00,"06-01 transition","CN19S",80,"WESTERN FLYER",NA,"CTD",16,"MARS",9,-122.198,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,79.948,"CANON",23.785,0.0342,26.0948,80.557,NA,NA,NA,NA,9.542,33.8029,NA,NA,NA,NA,NA,0.3535,NA,NA,NA,NA,"transition",NA,NA,18,2019-06-02 01:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"127","CN19Sc16_10_eDNA_JJ",-0.0607707117368579,0.0265817610010224,0.00809377732214385,"CN19Sc16_10_eDNA",12,"JJ","JJ45",2019-06-01 18:03:00,"06-01 transition","CN19S",45,"WESTERN FLYER",NA,"CTD",16,"MARS",10,-122.198,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,45.532,"CANON",18.767,0.0399,25.8259,45.875,NA,NA,NA,NA,10.1326,33.5854,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,"transition",NA,NA,18,2019-06-02 01:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"128","CN19Sc18_2_eDNA_JJ",-0.0373095480221285,-0.0807396450061388,0.0243794924886027,"CN19Sc18_02_eDNA",12,"JJ","JJ56",2019-06-02 00:08:00,"06-02 night","CN19S",600,"WESTERN FLYER",NA,"CTD",18,"MARS",2,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,600.437,"CANON",41.177,0.0361,27.0885,605.779,NA,NA,NA,NA,5.3858,34.3095,NA,NA,NA,NA,NA,0.4027,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500-600m"
"129","CN19Sc18_3_eDNA_JJ",-0.00500524686973102,0.0514913600624865,-0.178117830502288,"CN19Sc18_03_eDNA",12,"JJ","JJ55",2019-06-02 00:08:00,"06-02 night","CN19S",500,"WESTERN FLYER",NA,"CTD",18,"MARS",3,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,500.038,"CANON",39.133,0.0359,26.9562,504.364,NA,NA,NA,NA,5.9161,34.2249,NA,NA,NA,NA,NA,0.3977,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400-500m"
"130","CN19Sc18_4_eDNA_JJ",0.0613872006728652,0.157324041449689,-0.0658438617264414,"CN19Sc18_04_eDNA",12,"JJ","JJ54",2019-06-02 00:08:00,"06-02 night","CN19S",400,"WESTERN FLYER",NA,"CTD",18,"MARS",4,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,399.024,"CANON",38.978,0.036,26.8389,402.378,NA,NA,NA,NA,6.5839,34.1864,NA,NA,NA,NA,NA,0.4008,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300-400m"
"131","CN19Sc18_5_eDNA_JJ",0.0813418880215367,0.117542822689208,-0.0458090151418624,"CN19Sc18_05_eDNA",12,"JJ","JJ53",2019-06-02 00:08:00,"06-02 night","CN19S",280,"WESTERN FLYER",NA,"CTD",18,"MARS",5,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,280.554,"CANON",33.932,0.0346,26.6892,282.83,NA,NA,NA,NA,7.3464,34.1302,NA,NA,NA,NA,NA,0.3647,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"132","CN19Sc18_7_eDNA_JJ",-0.0301627842605487,-0.0659243686537148,0.0249582121361669,"CN19Sc18_07_eDNA",12,"JJ","JJ52",2019-06-02 00:08:00,"06-02 night","CN19S",150,"WESTERN FLYER",NA,"CTD",18,"MARS",7,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,150.033,"CANON",24.923,0.0344,26.4214,151.202,NA,NA,NA,NA,8.5583,34.0189,NA,NA,NA,NA,NA,0.3591,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100-200m"
"133","CN19Sc18_8_eDNA_JJ",0.0481998471716007,0.165599304820776,0.0629428521057983,"CN19Sc18_08_eDNA",12,"JJ","JJ51",2019-06-02 00:08:00,"06-02 night","CN19S",100,"WESTERN FLYER",NA,"CTD",18,"MARS",8,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,100.26,"CANON",26.63,0.0339,26.2593,101.029,NA,NA,NA,NA,9.1544,33.9325,NA,NA,NA,NA,NA,0.3472,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"134","CN19Sc18_9_eDNA_JJ",0.00704010517407253,0.129302937998349,0.0168293999217592,"CN19Sc18_09_eDNA",12,"JJ","JJ50",2019-06-02 00:08:00,"06-02 night","CN19S",80,"WESTERN FLYER",NA,"CTD",18,"MARS",9,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,80.341,"CANON",24.566,0.0354,26.1352,80.953,NA,NA,NA,NA,9.4251,33.8301,NA,NA,NA,NA,NA,0.3846,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"135","CN19Sc18_10_eDNA_JJ",-0.0531275924492071,0.117645352112552,0.0151236175311746,"CN19Sc18_10_eDNA",12,"JJ","JJ49",2019-06-02 00:08:00,"06-02 night","CN19S",45,"WESTERN FLYER",NA,"CTD",18,"MARS",10,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,45.678,"CANON",20.649,0.0372,25.9006,46.022,NA,NA,NA,NA,9.9569,33.6431,NA,NA,NA,NA,NA,0.4295,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"136","CN19Sc18_12_eDNA_JJ",-0.111257792086237,0.00314326575534176,-0.0558457460261212,"CN19Sc18_12_eDNA",12,"JJ","JJ48",2019-06-02 00:08:00,"06-02 night","CN19S",0,"WESTERN FLYER",NA,"CTD",18,"MARS",12,-122.1983,36.7132,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,1.808,"CANON",0.81,0.1721,24.7864,1.821,NA,NA,NA,NA,12.9758,32.9196,NA,NA,NA,NA,NA,3.8028,NA,NA,NA,NA,"night",NA,NA,0,2019-06-02 07:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"137","CN19Sc20_6_eDNA_JJ",0.0430596857708295,-0.0331867132711269,-0.0452506884531995,"CN19Sc20_06_eDNA",12,"JJ","JJ60",2019-06-02 06:04:00,"06-02 transition","CN19S",225,"WESTERN FLYER",NA,"CTD",20,"MARS",6,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,222.634,"CANON",NA,0.035,26.5727,224.409,NA,NA,NA,NA,7.9241,34.0888,NA,NA,NA,NA,NA,0.3752,NA,NA,NA,NA,"transition",NA,NA,6,2019-06-02 13:04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"138","CN19Sc20_10_eDNA_JJ",-0.0884173126312774,0.00552871349404094,-0.00677204895267605,"CN19Sc20_10_eDNA",12,"JJ","JJ58",2019-06-02 06:04:00,"06-02 transition","CN19S",45,"WESTERN FLYER",NA,"CTD",20,"MARS",10,-122.1982,36.7122,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,46.012,"CANON",18.75,0.0397,25.8329,46.359,NA,NA,NA,NA,10.0966,33.5865,NA,NA,NA,NA,NA,0.4911,NA,NA,NA,NA,"transition",NA,NA,6,2019-06-02 13:04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
"139","CN19Sc21_1_eDNA_JJ",0.0416978627649212,0.040965117932541,-0.0967165312765883,"CN19Sc21_01_eDNA",12,"JJ","JJ70",2019-06-02 12:05:00,"06-02 day","CN19S",700,"WESTERN FLYER",NA,"CTD",21,"MARS",1,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,701.068,"CANON",38.023,0.0372,27.1765,707.478,NA,NA,NA,NA,4.9465,34.355,NA,NA,NA,NA,NA,0.4295,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600-750m"
"140","CN19Sc21_2_eDNA_JJ",-0.0266886187673245,-0.0597579380310518,0.0369779556266146,"CN19Sc21_02_eDNA",12,"JJ","JJ69",2019-06-02 12:05:00,"06-02 day","CN19S",600,"WESTERN FLYER",NA,"CTD",21,"MARS",2,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,600.346,"CANON",44.309,0.0366,27.1019,605.687,NA,NA,NA,NA,5.3135,34.3155,NA,NA,NA,NA,NA,0.4158,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500-600m"
"141","CN19Sc21_3_eDNA_JJ",0.115511229102059,0.150917282426116,0.0181453371465439,"CN19Sc21_03_eDNA",12,"JJ","JJ68",2019-06-02 12:05:00,"06-02 day","CN19S",500,"WESTERN FLYER",NA,"CTD",21,"MARS",3,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,500.869,"CANON",42.233,0.0378,26.9614,505.204,NA,NA,NA,NA,5.9037,34.2295,NA,NA,NA,NA,NA,0.4432,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400-500m"
"142","CN19Sc21_4_eDNA_JJ",0.159308965539088,-0.00140949937007087,0.0228651342206405,"CN19Sc21_04_eDNA",12,"JJ","JJ67",2019-06-02 12:05:00,"06-02 day","CN19S",400,"WESTERN FLYER",NA,"CTD",21,"MARS",4,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,401.098,"CANON",39.228,0.036,26.8375,404.471,NA,NA,NA,NA,6.6022,34.1876,NA,NA,NA,NA,NA,0.3996,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300-400m"
"143","CN19Sc21_5_eDNA_JJ",-0.0632331520807645,0.0157298378257191,-0.011741535550055,"CN19Sc21_05_eDNA",12,"JJ","JJ66",2019-06-02 12:05:00,"06-02 day","CN19S",300,"WESTERN FLYER",NA,"CTD",21,"MARS",5,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,300.985,"CANON",36.957,0.0351,26.7198,303.443,NA,NA,NA,NA,7.2001,34.1428,NA,NA,NA,NA,NA,0.3784,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"144","CN19Sc21_6_eDNA_JJ",-0.0486563725634114,0.0259104047860568,-0.0171506342912918,"CN19Sc21_06_eDNA",12,"JJ","JJ65",2019-06-02 12:05:00,"06-02 day","CN19S",250,"WESTERN FLYER",NA,"CTD",21,"MARS",6,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,250.64,"CANON",32.848,0.0336,26.6358,252.655,NA,NA,NA,NA,7.6399,34.116,NA,NA,NA,NA,NA,0.3404,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300m"
"145","CN19Sc21_9_eDNA_JJ",-0.0525055696836421,0.0429907416856564,-0.0372067125465025,"CN19Sc21_09_eDNA",12,"JJ","JJ63",2019-06-02 12:05:00,"06-02 day","CN19S",80,"WESTERN FLYER",NA,"CTD",21,"MARS",9,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,79.791,"CANON",26.226,0.0355,26.1165,80.399,NA,NA,NA,NA,9.4948,33.8207,NA,NA,NA,NA,NA,0.3889,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"146","CN19Sc21_10_eDNA_JJ",-0.0740599919488328,0.00068317780721843,-0.0256532395908781,"CN19Sc21_10_eDNA",12,"JJ","JJ62",2019-06-02 12:05:00,"06-02 day","CN19S",55,"WESTERN FLYER",NA,"CTD",21,"MARS",10,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",NA,"CTD",NA,55.333,"CANON",24.209,0.0366,25.9822,55.751,NA,NA,NA,NA,9.8563,33.7259,NA,NA,NA,NA,NA,0.4158,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100m"
"147","CN19Sc21_12_eDNA_JJ",-0.116515175354795,0.0249402249292263,-0.00980219130676655,"CN19Sc21_12_eDNA",12,"JJ","JJ61",2019-06-02 12:05:00,"06-02 day","CN19S",0,"WESTERN FLYER",NA,"CTD",21,"MARS",12,-122.198,36.7125,"environmental","JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",NA,"CTD",NA,2.594,"CANON",0.411,0.0636,24.4947,2.613,NA,NA,NA,NA,13.6262,32.7103,NA,NA,NA,NA,NA,1.0898,NA,NA,NA,NA,"day",NA,NA,12,2019-06-02 19:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-50m"
